mirId	Cancer	Profile	PubMed Article
hsa-mir-222	hepatocellular carcinoma	up	Expression of microRNAs, miR-21, miR-31, miR-122, miR-145, miR-146a, miR-200c, miR-221, miR-222, and miR-223 in patients with hepatocellular carcinoma or intrahepatic cholangiocarcinoma and its progno
hsa-mir-222	hepatocellular carcinoma	up	MicroRNAs in Hepatobiliary and Pancreatic Cancers.
hsa-mir-222	hepatocellular carcinoma	up	miR-221&222 regulate TRAIL resistance and enhance tumorigenicity through PTEN and TIMP3 downregulation.
hsa-mir-222	non-small cell lung cancer	up	miR-221&222 regulate TRAIL resistance and enhance tumorigenicity through PTEN and TIMP3 downregulation.
hsa-mir-222	non-small cell lung cancer	up	Use of Luminex xMAP bead-based suspension array for detecting microRNA in NSCLC tissues and its clinical application.
hsa-mir-222	oral squamous cell carcinoma	up	miR-221 and miR-222 expression increased the growth and tumorigenesis of oral carcinoma cells.
hsa-mir-222	papillary thyroid carcinoma	up	MicroRNA analysis as a potential diagnostic tool for papillary thyroid carcinoma.
hsa-mir-222	thyroid carcinoma	up	MicroRNAs (miR)-221 and miR-222, both overexpressed in human thyroid papillary carcinomas, regulate p27Kip1 protein levels and cell cycle.
hsa-mir-223	acute myeloid leukemia	down	Cell-cycle regulator E2F1 and microRNA-223 comprise an autoregulatory negative feedback loop in acute myeloid leukemia.
hsa-mir-223	bladder cancer	up	Micro-RNA profiling in kidney and bladder cancers.
hsa-mir-223	chronic lymphocytic leukemia	down	MicroRNA-223 expression is uniformly down-regulated in B cell lymphoproliferative disorders and is associated with poor survival in patients with chronic lymphocytic leukemia.
hsa-mir-223	chronic lymphocytic leukemia	down	[Expression of microRNA-223 and its clinical value in B lymphoproliferative disorders].
hsa-mir-223	colorectal cancer	up	Association of microRNA expression with microsatellite instability status in colorectal adenocarcinoma.
hsa-mir-223	gastric cancer	up	MicroRNA profiling of human gastric cancer.
hsa-mir-223	gastric cancer	up	miRNA-223 promotes gastric cancer invasion and metastasis by targeting tumor suppressor EPB41L3.
hsa-mir-223	gastric cancer	up	MicroRNA-223 functions as an oncogene in human gastric cancer by targeting FBXW7/hCdc4.
hsa-mir-223	gastric cancer	up	Plasma microRNAs, miR-223, miR-21 and miR-218, as novel potential biomarkers for gastric cancer detection.
hsa-mir-223	hepatocellular carcinoma	up	Circulating microRNAs, miR-21, miR-122, and miR-223, in patients with hepatocellular carcinoma or chronic hepatitis.
hsa-mir-223	hepatocellular carcinoma	down	[Role of microRNA-223 and its target gene oncogene c-myc in hepatocellular carcinoma pathogenesis.]
hsa-mir-223	hepatocellular carcinoma	down	Expression of microRNAs, miR-21, miR-31, miR-122, miR-145, miR-146a, miR-200c, miR-221, miR-222, and miR-223 in patients with hepatocellular carcinoma or intrahepatic cholangiocarcinoma and its progno
hsa-mir-223	mantle cell lymphoma	down	MicroRNA-223 expression is uniformly down-regulated in B cell lymphoproliferative disorders and is associated with poor survival in patients with chronic lymphocytic leukemia.
hsa-mir-223	mantle cell lymphoma	down	[Expression of microRNA-223 and its clinical value in B lymphoproliferative disorders].
hsa-mir-223	nasopharyngeal cancer	down	Circulating miR-17, miR-20a, miR-29c, and miR-223 Combined as Non-Invasive Biomarkers in Nasopharyngeal Carcinoma.
hsa-mir-223	splenic marginal zone lymphoma	down	MicroRNA-223 expression is uniformly down-regulated in B cell lymphoproliferative disorders and is associated with poor survival in patients with chronic lymphocytic leukemia.
hsa-mir-223	splenic marginal zone lymphoma	down	[Expression of microRNA-223 and its clinical value in B lymphoproliferative disorders].
hsa-mir-224	breast cancer	up	MicroRNA-224 targets RKIP to control cell invasion and expression of metastasis genes in human breast cancer cells.
hsa-mir-224	cervical cancer	up	Upregulation of microRNA-224 is associated with aggressive progression and poor prognosis in human cervical cancer.
hsa-mir-224	glioma	up	Upregulation of microRNA-224 confers a poor prognosis in glioma patients.
hsa-mir-224	hepatocellular carcinoma	up	Transcriptional regulation of miR-224 upregulated in human HCCs by NF?B inflammatory pathways.
hsa-mir-224	hepatocellular carcinoma	up	Androgen pathway stimulates microRNA-216a transcription to suppress the tumor suppressor in lung cancer-1 gene in early hepatocarcinogenesis.
hsa-mir-224	hepatocellular carcinoma	up	MicroRNA-224 is up-regulated in hepatocellular carcinoma through epigenetic mechanisms.
hsa-mir-224	hepatocellular carcinoma	up	Serum microRNA characterization identifies miR-885-5p as a potential marker for detecting liver pathologies.
hsa-mir-23a	bladder cancer	up	Micro-RNA profiling in kidney and bladder cancers.
hsa-mir-23a	breast cancer	up	c-MYC regulated miR-23a~24-2~27a cluster promotes mammary carcinoma cell invasion and hepatic metastasis by targeting Sprouty2.
hsa-mir-23a	colon carcinoma	up	[Expression and clinical significance of miR-23a and metastasis suppressor 1 in colon carcinoma].
hsa-mir-23a	gastric adenocarcinoma	up	MicroRNA-23a promotes the growth of gastric adenocarcinoma cell line MGC803 and downregulates interleukin-6 receptor.
hsa-mir-23a	gastric cancer	up	miRNA-223 promotes gastric cancer invasion and metastasis by targeting tumor suppressor EPB41L3.
hsa-mir-23a	gastric cancer	up	MiR-23a in Amplified 19p13.13 Loci Targets Metallothionein 2A and Promotes Growth in Gastric Cancer Cells.
hsa-mir-23a	hepatocellular carcinoma	up	Stat3-mediated activation of miR-23a suppresses gluconeogenesis in hepatocellular carcinoma by downregulating G6PC and PGC-1?
hsa-mir-23b	bladder cancer	up	Micro-RNA profiling in kidney and bladder cancers.
hsa-mir-23b	gastric cancer	up	miRNA-223 promotes gastric cancer invasion and metastasis by targeting tumor suppressor EPB41L3.
hsa-mir-23b	glioma	down	miRNA expression profiling in migrating glioblastoma cells: regulation of cell migration and invasion by miR-23b via targeting of Pyk2.
hsa-mir-23b	ovarian cancer	up	MicroRNAs overexpressed in ovarian ALDH1-positive cells are associated with chemoresistance.
hsa-mir-24	breast carcinoma	up	MicroRNA miR-24 Enhances Tumor Invasion and Metastasis by Targeting PTPN9 and PTPRF to Promote EGF Signaling.
hsa-mir-24	glioma	up	MiR-24 regulates the proliferation and invasion of glioma by ST7L via ?-catenin/Tcf-4 signaling.
hsa-mir-24	laryngeal squamous cell carcinoma	down	miR-24 functions as a tumor suppressor in Hep2 laryngeal carcinoma cells partly through down-regulation of the S100A8 protein.
hsa-mir-24	lung cancer	up	Evaluation of dynamic change of serum miR-21 and miR-24 in pre- and post-operative lung carcinoma patients.
hsa-mir-24	oral squamous cell carcinoma	up	miR-24 up-regulation in oral carcinoma: positive association from clinical and in vitro analysis.
hsa-mir-24	osteosarcoma	down	MicroRNA-24 inhibits osteosarcoma cell proliferation both in vitro and in vivo by targeting LPAAT?.
hsa-mir-24-3p	glioma	up	miR-24-3p and miR-27a-3p promote cell proliferation in glioma cells via cooperative regulation of MXI1.
hsa-mir-25	colon cancer	down	MicroRNA-25 functions as a potential tumor suppressor in colon cancer by targeting Smad7.
hsa-mir-25	colorectal cancer	up	Association of microRNA expression with microsatellite instability status in colorectal adenocarcinoma.
hsa-mir-25	esophageal squamous cell carcinoma	up	MicroRNA-25 promotes cell migration and invasion in esophageal squamous cell carcinoma.
hsa-mir-25	gastric cancer	up	miRNA-223 promotes gastric cancer invasion and metastasis by targeting tumor suppressor EPB41L3.
hsa-mir-25	ovarian cancer	up	MiR-25 regulates apoptosis by targeting Bim in human ovarian cancer.
hsa-mir-26a	acute myeloid leukemia	down	Critical Role of c-Myc in Acute Myeloid Leukemia Involving Direct Regulation of miR-26a and Histone Methyltransferase EZH2.
hsa-mir-26a	breast cancer	down	Pathologically decreased miR-26a antagonizes apoptosis and facilitates carcinogenesis by targeting MTDH and EZH2 in breast cancer.
hsa-mir-26a	breast cancer	down	MiR-26a Inhibits Proliferation and Migration of Breast Cancer through Repression of MCL-1.
hsa-mir-26a	cholangiocarcinoma	up	MicroRNA-26a promotes cholangiocarcinoma growth by activating ?-catenin.
hsa-mir-26a	hepatocellular carcinoma	down	Tumor-specific expression of microRNA-26a suppresses human hepatocellular carcinoma growth via cyclin-dependent and -independent pathways.
hsa-mir-26a	hepatocellular carcinoma	down	IL-6 upregulation contributes to the reduction of miR-26a expression in hepatocellular carcinoma cells.
hsa-mir-26a	hepatocellular carcinoma	down	MicroRNA-26a suppresses tumor growth and metastasis of human hepatocellular carcinoma by targeting IL-6-Stat3 pathway.
hsa-mir-26a	malignant melanoma	down	MicroRNA-26a Is Strongly Downregulated in Melanoma and Induces Cell Death through Repression of Silencer of Death Domains (SODD).
hsa-mir-26a	prostate cancer	down	Myc enforces overexpression of EZH2 in early prostatic neoplasia via transcriptional and post-transcriptional mechanisms.
hsa-mir-26b	bladder cancer	up	Micro-RNA profiling in kidney and bladder cancers.
hsa-mir-26b	breast cancer	down	MicroRNA-26b is underexpressed in human breast cancer and induces cell apoptosis by targeting SLC7A11.
hsa-mir-26b	breast cancer	down	MiRNA-26b inhibits proliferation by targeting PTGS2 in breast cancer.
hsa-mir-26b	colorectal cancer	down	Association of microRNA expression with microsatellite instability status in colorectal adenocarcinoma.
hsa-mir-26b	glioma	down	Role of microRNA-26b in glioma development and its mediated regulation on EphA2.
hsa-mir-26b	prostate cancer	down	Myc enforces overexpression of EZH2 in early prostatic neoplasia via transcriptional and post-transcriptional mechanisms.
hsa-mir-27a	acute leukemia	down	MiR-27a functions as a tumor suppressor in acute leukemia by regulating 14-3-3?.
hsa-mir-27a	breast cancer	up	c-MYC regulated miR-23a~24-2~27a cluster promotes mammary carcinoma cell invasion and hepatic metastasis by targeting Sprouty2.
hsa-mir-27a	gastric adenocarcinoma	up	MicroRNA-27a functions as an oncogene in gastric adenocarcinoma by targeting prohibitin.
hsa-mir-27a	gastric cancer	up	Down-regulation of miR-27a might inhibit proliferation and drug resistance of gastric cancer cells.
hsa-mir-27a	non-small cell lung cancer	down	Circulating micro-RNA expression profiles in early stage nonsmall cell lung cancer.
hsa-mir-27a	ovarian cancer	up	MicroRNAs overexpressed in ovarian ALDH1-positive cells are associated with chemoresistance.
hsa-mir-27a	ovarian cancer	up	Oncogenic MicroRNA-27a is a Target for Genistein in Ovarian Cancer Cells.
hsa-mir-27a	small cell lung cancer	down	miR-27a regulates the self renewal of the H446 small cell lung cancer cell line in vitro.
hsa-mir-27a	squamous carcinoma	up	Unique MicroRNA Expression Profiles in Cervical Cancer.
hsa-mir-27a-3p	glioma	up	miR-24-3p and miR-27a-3p promote cell proliferation in glioma cells via cooperative regulation of MXI1.
hsa-mir-27b	glioma	up	Expression and function of miR-27b in human glioma.
hsa-mir-27b	ovarian cancer	up	MicroRNAs overexpressed in ovarian ALDH1-positive cells are associated with chemoresistance.
hsa-mir-28-3p	colorectal cancer	down	Strand-Specific miR-28-5p and miR-28-3p Have Distinct Effects in Colorectal Cancer Cells.
hsa-mir-28-5p	colorectal cancer	down	Strand-Specific miR-28-5p and miR-28-3p Have Distinct Effects in Colorectal Cancer Cells.
hsa-mir-296-5p	gastric cancer	up	MicroRNA-296-5p increases proliferation in gastric cancer through repression of Caudal-related homeobox 1.
hsa-mir-29a	acute myeloid leukemia	down	MicroRNA29a regulates the expression of the nuclear oncogene Ski.
hsa-mir-29a	acute myeloid leukemia	up	microRNA-29a induces aberrant self-renewal capacity in hematopoietic progenitors, biased myeloid development, and acute myeloid leukemia.
hsa-mir-29a	breast cancer	up	Next-generation sequencing of microRNAs for breast cancer detection.
hsa-mir-29a	colorectal cancer	up	microRNA expression profile in stage III colorectal cancer: Circulating miR-18a and miR-29a as promising biomarkers.
hsa-mir-29a	gastric cancer	down	MiR-29a inhibits cell proliferation and induces cell cycle arrest through the downregulation of p42.3 in human gastric cancer.
hsa-mir-29a	hepatocellular carcinoma	down	microRNA-29a suppresses cell proliferation by targeting SPARC in hepatocellular carcinoma.
hsa-mir-29a	mantle cell lymphoma	down	microRNA expression profile and identification of miR-29 as a prognostic marker and pathogenetic factor by targeting CDK6 in mantle cell lymphoma.
hsa-mir-29b	chronic lymphocytic leukemia	down	Aberrant microRNA expression in Chinese patients with chronic lymphocytic leukemia.
hsa-mir-29b	glioblastoma	down	miR-29b and miR-125a regulate podoplanin and suppress invasion in glioblastoma.
hsa-mir-29b	lung adenocarcinoma	down	MicroRNA-29b is involved in the Src-ID1 signaling pathway and is dysregulated in human lung adenocarcinoma.
hsa-mir-29b	mantle cell lymphoma	down	microRNA expression profile and identification of miR-29 as a prognostic marker and pathogenetic factor by targeting CDK6 in mantle cell lymphoma.
hsa-mir-29b	non-small cell lung cancer	down	Preclinical rationale for combining an EGFR antibody with cisplatin/gemcitabine for the treatment of NSCLC.
hsa-mir-29b	osteosarcoma	down	MicroRNA signatures associate with pathogenesis and progression of osteosarcoma.
hsa-mir-29b	prostate cancer	down	miRNA-29b suppresses prostate cancer metastasis by regulating epithelial-mesenchymal transition signaling.
hsa-mir-29c	esophageal squamous cell carcinoma	down	miR-29c induces cell cycle arrest in esophageal squamous cell carcinoma by modulating cyclin E expression.
hsa-mir-29c	gastric cancer	down	MiR-29c is downregulated in gastric carcinomas and regulates cell proliferation by targeting RCC2.
hsa-mir-29c	gastric cancer	down	The tumor suppressor microRNA-29c is downregulated and restored by celecoxib in human gastric cancer cells.
hsa-mir-29c	hepatocellular carcinoma	down	MicroRNA-29c functions as a tumor suppressor by direct targeting oncogenic SIRT1 in hepatocellular carcinoma.
hsa-mir-29c	mantle cell lymphoma	down	microRNA expression profile and identification of miR-29 as a prognostic marker and pathogenetic factor by targeting CDK6 in mantle cell lymphoma.
